Id,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,Activity Level,Day of the Week,...18,Duplicates,Total,Activity Level Table,Count,Day,Average_TotalSteps,Date,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,Avg_Daily_HeartRate,Next_Day_Steps,Sleep_Inefficiency,Poor_Recovery,Elevated_RHR,High_Strain_Segment
1503960366,12159,8.029999733,8.029999733,0,1.970000029,0.25,5.809999943,0,24,6,289,754,1896,Active,Friday,NA,NA,NA,NA,NA,NA,NA,2016-05-06,1,334,367,NA,11992,0.08991825613079019,FALSE,NA,Normal Day
1503960366,11992,7.7100000380000004,7.7100000380000004,0,2.460000038,2.119999886,3.130000114,0,37,46,175,833,1821,Active,Saturday,NA,NA,NA,NA,NA,NA,NA,2016-05-07,1,331,349,NA,10060,0.05157593123209169,FALSE,NA,Normal Day
1503960366,10060,6.579999924,6.579999924,0,3.529999971,0.3199999928,2.7300000190000002,0,44,8,203,574,1740,Active,Sunday,NA,NA,NA,NA,NA,NA,NA,2016-05-08,1,594,611,NA,12022,0.027823240589198037,FALSE,NA,Normal Day
1503960366,12022,7.71999979,7.71999979,0,3.450000048,0.5299999714,3.74000001,0,46,11,206,835,1819,Active,Monday,NA,NA,NA,NA,NA,NA,NA,2016-05-09,1,338,342,NA,12207,0.011695906432748537,FALSE,NA,Normal Day
1503960366,12207,7.769999981,7.769999981,0,3.3499999049999998,1.159999967,3.25999999,0,46,31,214,746,1859,Active,Tuesday,NA,NA,NA,NA,NA,NA,NA,2016-05-10,1,383,403,NA,12770,0.04962779156327544,FALSE,NA,Normal Day
1503960366,12770,8.130000114,8.130000114,0,2.5599999429999998,1.00999999,4.550000191,0,36,23,251,669,1783,Active,Wednesday,NA,NA,NA,NA,NA,NA,NA,2016-05-11,1,285,306,NA,0,0.06862745098039216,FALSE,NA,Normal Day
1624580081,8163,5.309999943,5.309999943,0,0,0,5.309999943,0,0,0,146,1294,1432,Moderate,Tuesday,NA,NA,NA,NA,NA,NA,NA,2016-04-12,NA,NA,NA,NA,7007,NA,NA,NA,Normal Day
1624580081,7007,4.550000191,4.550000191,0,0,0,4.550000191,0,0,0,148,1292,1411,Moderate,Wednesday,NA,NA,NA,NA,NA,NA,NA,2016-04-13,NA,NA,NA,NA,9107,NA,NA,NA,Normal Day
1624580081,9107,5.920000076,5.920000076,0,0,0,5.909999847,0.009999999776,0,0,236,1204,1572,Moderate,Thursday,NA,NA,NA,NA,NA,NA,NA,2016-04-14,NA,NA,NA,NA,1510,NA,NA,NA,Normal Day
1624580081,1510,0.9800000191,0.9800000191,0,0,0,0.9700000286,0,0,0,96,1344,1344,Sedentary,Friday,NA,NA,NA,NA,NA,NA,NA,2016-04-15,NA,NA,NA,NA,5370,NA,NA,NA,Normal Day
1624580081,5370,3.49000001,3.49000001,0,0,0,3.49000001,0,0,0,176,1264,1463,Moderate,Saturday,NA,NA,NA,NA,NA,NA,NA,2016-04-16,NA,NA,NA,NA,6175,NA,NA,NA,Normal Day
1624580081,6175,4.059999943,4.059999943,0,1.029999971,1.519999981,1.49000001,0.009999999776,15,22,127,1276,1554,Moderate,Sunday,NA,NA,NA,NA,NA,NA,NA,2016-04-17,NA,NA,NA,NA,10536,NA,NA,NA,Normal Day
1624580081,10536,7.409999847,7.409999847,0,2.1500000950000002,0.6200000048,4.6199998859999996,0.009999999776,17,7,202,1214,1604,Active,Monday,NA,NA,NA,NA,NA,NA,NA,2016-04-18,NA,NA,NA,NA,2916,NA,NA,NA,Normal Day
1624580081,2916,1.899999976,1.899999976,0,0,0,1.899999976,0,0,0,141,1299,1435,Sedentary,Tuesday,NA,NA,NA,NA,NA,NA,NA,2016-04-19,NA,NA,NA,NA,4974,NA,NA,NA,Normal Day
1624580081,4974,3.2300000190000002,3.2300000190000002,0,0,0,3.2300000190000002,0,0,0,151,1289,1446,Sedentary,Wednesday,NA,NA,NA,NA,NA,NA,NA,2016-04-20,NA,NA,NA,NA,6349,NA,NA,NA,Normal Day
1624580081,6349,4.1300001140000004,4.1300001140000004,0,0,0,4.110000134,0.01999999955,0,0,186,1254,1467,Moderate,Thursday,NA,NA,NA,NA,NA,NA,NA,2016-04-21,NA,NA,NA,NA,4026,NA,NA,NA,Normal Day
1624580081,4026,2.619999886,2.619999886,0,0,0,2.5999999049999998,0,0,0,199,1241,1470,Sedentary,Friday,NA,NA,NA,NA,NA,NA,NA,2016-04-22,NA,NA,NA,NA,8538,NA,NA,NA,Normal Day
1624580081,8538,5.550000191,5.550000191,0,0,0,5.5399999619999996,0.009999999776,0,0,227,1213,1562,Moderate,Saturday,NA,NA,NA,NA,NA,NA,NA,2016-04-23,NA,NA,NA,NA,6076,NA,NA,NA,Normal Day
1624580081,6076,3.950000048,3.950000048,0,1.149999976,0.9100000262,1.889999986,0,16,18,185,1221,1617,Moderate,Sunday,NA,NA,NA,NA,NA,NA,NA,2016-04-24,NA,NA,NA,NA,6497,NA,NA,NA,Normal Day
1624580081,6497,4.21999979,4.21999979,0,0,0,4.199999809,0.01999999955,0,0,202,1238,1492,Moderate,Monday,NA,NA,NA,NA,NA,NA,NA,2016-04-25,NA,NA,NA,NA,2826,NA,NA,NA,Normal Day
1624580081,2826,1.840000033,1.840000033,0,0,0,1.830000043,0.009999999776,0,0,140,1300,1402,Sedentary,Tuesday,NA,NA,NA,NA,NA,NA,NA,2016-04-26,NA,NA,NA,NA,8367,NA,NA,NA,Normal Day
1624580081,8367,5.440000057,5.440000057,0,1.110000014,1.870000005,2.460000038,0,17,36,154,1233,1670,Moderate,Wednesday,NA,NA,NA,NA,NA,NA,NA,2016-04-27,NA,NA,NA,NA,2759,NA,NA,NA,Normal Day
1624580081,2759,1.789999962,1.789999962,0,0,0.200000003,1.600000024,0,0,5,115,1320,1401,Sedentary,Thursday,NA,NA,NA,NA,NA,NA,NA,2016-04-28,NA,NA,NA,NA,2390,NA,NA,NA,Normal Day
1624580081,2390,1.549999952,1.549999952,0,0,0,1.549999952,0,0,0,150,1290,1404,Sedentary,Friday,NA,NA,NA,NA,NA,NA,NA,2016-04-29,NA,NA,NA,NA,6474,NA,NA,NA,Normal Day
1624580081,6474,4.300000191,4.300000191,0,0.8999999762,1.279999971,2.119999886,0.009999999776,11,23,224,1182,1655,Moderate,Saturday,NA,NA,NA,NA,NA,NA,NA,2016-04-30,NA,NA,NA,NA,36019,NA,NA,NA,Normal Day
1624580081,36019,28.03000069,28.03000069,0,21.92000008,4.190000057,1.909999967,0.01999999955,186,63,171,1020,2690,Active,Sunday,NA,NA,NA,NA,NA,NA,NA,2016-05-01,NA,NA,NA,NA,7155,NA,NA,NA,Normal Day
1624580081,7155,4.929999828,4.929999828,0,0.8600000143,0.5899999738,3.470000029,0,7,6,166,1261,1497,Moderate,Monday,NA,NA,NA,NA,NA,NA,NA,2016-05-02,NA,NA,NA,NA,2100,NA,NA,NA,Normal Day
1624580081,2100,1.370000005,1.370000005,0,0,0,1.340000033,0.01999999955,0,0,96,1344,1334,Sedentary,Tuesday,NA,NA,NA,NA,NA,NA,NA,2016-05-03,NA,NA,NA,NA,2193,NA,NA,NA,Normal Day
1624580081,2193,1.429999948,1.429999948,0,0,0,1.419999957,0,0,0,118,1322,1368,Sedentary,Wednesday,NA,NA,NA,NA,NA,NA,NA,2016-05-04,NA,NA,NA,NA,2470,NA,NA,NA,Normal Day
1624580081,2470,1.610000014,1.610000014,0,0,0,1.580000043,0.01999999955,0,0,117,1323,1370,Sedentary,Thursday,NA,NA,NA,NA,NA,NA,NA,2016-05-05,NA,NA,NA,NA,1727,NA,NA,NA,Normal Day
1624580081,1727,1.120000005,1.120000005,0,0,0,1.120000005,0.009999999776,0,0,102,1338,1341,Sedentary,Friday,NA,NA,NA,NA,NA,NA,NA,2016-05-06,NA,NA,NA,NA,2104,NA,NA,NA,Normal Day
1624580081,2104,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,182,1258,1474,Sedentary,Saturday,NA,NA,NA,NA,NA,NA,NA,2016-05-07,NA,NA,NA,NA,3427,NA,NA,NA,Normal Day
1624580081,3427,2.2300000190000002,2.2300000190000002,0,0,0,2.220000029,0,0,0,152,1288,1427,Sedentary,Sunday,NA,NA,NA,NA,NA,NA,NA,2016-05-08,NA,NA,NA,NA,1732,NA,NA,NA,Normal Day
1624580081,1732,1.129999995,1.129999995,0,0,0,1.129999995,0,0,0,91,1349,1328,Sedentary,Monday,NA,NA,NA,NA,NA,NA,NA,2016-05-09,NA,NA,NA,NA,2969,NA,NA,NA,Normal Day
1624580081,2969,1.929999948,1.929999948,0,0,0,1.919999957,0.009999999776,0,0,139,1301,1393,Sedentary,Tuesday,NA,NA,NA,NA,NA,NA,NA,2016-05-10,NA,NA,NA,NA,3134,NA,NA,NA,Normal Day
1624580081,3134,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,112,1328,1359,Sedentary,Wednesday,NA,NA,NA,NA,NA,NA,NA,2016-05-11,NA,NA,NA,NA,2971,NA,NA,NA,Normal Day
1644430081,10694,7.769999981,7.769999981,0,0.1400000006,2.299999952,5.329999924,0,2,51,256,1131,3199,Active,Tuesday,NA,NA,NA,NA,NA,NA,NA,2016-04-12,NA,NA,NA,NA,8001,NA,NA,NA,Normal Day
1644430081,8001,5.820000172,5.820000172,0,2.279999971,0.8999999762,2.640000105,0,30,16,135,1259,2902,Moderate,Wednesday,NA,NA,NA,NA,NA,NA,NA,2016-04-13,NA,NA,NA,NA,11037,NA,NA,NA,Normal Day
1644430081,11037,8.020000458,8.020000458,0,0.3600000143,2.5599999429999998,5.099999905,0,5,58,252,1125,3226,Active,Thursday,NA,NA,NA,NA,NA,NA,NA,2016-04-14,NA,NA,NA,NA,5263,NA,NA,NA,Normal Day
1644430081,5263,3.829999924,3.829999924,0,0.2199999988,0.150000006,3.450000048,0,3,4,170,1263,2750,Moderate,Friday,NA,NA,NA,NA,NA,NA,NA,2016-04-15,NA,NA,NA,NA,15300,NA,NA,NA,Normal Day
1644430081,15300,11.11999989,11.11999989,0,4.099999905,1.879999995,5.090000153,0,51,42,212,1135,3493,Active,Saturday,NA,NA,NA,NA,NA,NA,NA,2016-04-16,NA,NA,NA,NA,8757,NA,NA,NA,Normal Day
1644430081,8757,6.3699998859999996,6.3699998859999996,0,2.25,0.5699999928,3.549999952,0,29,13,186,1212,3011,Moderate,Sunday,NA,NA,NA,NA,NA,NA,NA,2016-04-17,NA,NA,NA,NA,7132,NA,NA,NA,Normal Day
1644430081,7132,5.190000057,5.190000057,0,1.070000052,1.669999957,2.450000048,0,15,33,121,1271,2806,Moderate,Monday,NA,NA,NA,NA,NA,NA,NA,2016-04-18,NA,NA,NA,NA,11256,NA,NA,NA,Normal Day
1644430081,11256,8.180000305,8.180000305,0,0.3600000143,2.529999971,5.300000191,0,5,58,278,1099,3300,Active,Tuesday,NA,NA,NA,NA,NA,NA,NA,2016-04-19,NA,NA,NA,NA,2436,NA,NA,NA,Normal Day
1644430081,2436,1.769999981,1.769999981,0,0,0,1.75999999,0.009999999776,0,0,125,1315,2430,Sedentary,Wednesday,NA,NA,NA,NA,NA,NA,NA,2016-04-20,NA,NA,NA,NA,1223,NA,NA,NA,Normal Day
1644430081,1223,0.8899999857,0.8899999857,0,0,0,0.8799999952,0.009999999776,0,0,38,1402,2140,Sedentary,Thursday,NA,NA,NA,NA,NA,NA,NA,2016-04-21,NA,NA,NA,NA,3673,NA,NA,NA,Normal Day
1644430081,3673,2.670000076,2.670000076,0,0,0,2.660000086,0.009999999776,0,0,86,1354,2344,Sedentary,Friday,NA,NA,NA,NA,NA,NA,NA,2016-04-22,NA,NA,NA,NA,6637,NA,NA,NA,Normal Day
1644430081,6637,4.829999924,4.829999924,0,0,0.5799999833,4.25,0,0,15,160,1265,2677,Moderate,Saturday,NA,NA,NA,NA,NA,NA,NA,2016-04-23,NA,NA,NA,NA,3321,NA,NA,NA,Normal Day
1644430081,3321,2.410000086,2.410000086,0,0,0,2.410000086,0,0,0,89,1351,2413,Sedentary,Sunday,NA,NA,NA,NA,NA,NA,NA,2016-04-24,NA,NA,NA,NA,3580,NA,NA,NA,Normal Day
1644430081,3580,2.5999999049999998,2.5999999049999998,0,0.5899999738,0.05999999866,1.950000048,0,8,1,94,1337,2497,Sedentary,Monday,NA,NA,NA,NA,NA,NA,NA,2016-04-25,NA,NA,NA,NA,9919,NA,NA,NA,Normal Day
1644430081,9919,7.2100000380000004,7.2100000380000004,0,0.8000000119,1.720000029,4.690000057,0,11,41,223,1165,3123,Moderate,Tuesday,NA,NA,NA,NA,NA,NA,NA,2016-04-26,NA,NA,NA,NA,3032,NA,NA,NA,Normal Day
1644430081,3032,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,118,1322,2489,Sedentary,Wednesday,NA,NA,NA,NA,NA,NA,NA,2016-04-27,NA,NA,NA,NA,9405,NA,NA,NA,Normal Day
1644430081,9405,6.840000153,6.840000153,0,0.200000003,2.319999933,4.309999943,0,3,53,227,1157,3108,Moderate,Thursday,NA,NA,NA,NA,NA,NA,NA,2016-04-28,NA,NA,NA,NA,3176,NA,NA,NA,Normal Day
1644430081,3176,2.3099999429999998,2.3099999429999998,0,0,0,2.3099999429999998,0,0,0,120,1193,2498,Sedentary,Friday,NA,NA,NA,NA,NA,NA,NA,2016-04-29,1,119,127,NA,18213,0.06299212598425197,FALSE,NA,Normal Day
1644430081,18213,13.23999977,13.23999977,0,0.6299999952,3.140000105,9.460000038,0,9,71,402,816,3846,Active,Saturday,NA,NA,NA,NA,NA,NA,NA,2016-04-30,1,124,142,NA,6132,0.1267605633802817,FALSE,NA,Normal Day
1644430081,6132,4.4600000380000004,4.4600000380000004,0,0.2399999946,0.9900000095,3.2300000190000002,0,3,24,146,908,2696,Moderate,Sunday,NA,NA,NA,NA,NA,NA,NA,2016-05-01,NA,NA,NA,NA,3758,NA,NA,NA,Normal Day
1644430081,3758,2.7300000190000002,2.7300000190000002,0,0.0700000003,0.3100000024,2.3499999049999998,0,1,7,148,682,2580,Sedentary,Monday,NA,NA,NA,NA,NA,NA,NA,2016-05-02,1,796,961,NA,12850,0.1716961498439126,TRUE,NA,General Recovery Need
1644430081,12850,9.340000153,9.340000153,0,0.7200000286,4.090000153,4.5399999619999996,0,10,94,221,1115,3324,Active,Tuesday,NA,NA,NA,NA,NA,NA,NA,2016-05-03,NA,NA,NA,NA,2309,NA,NA,NA,Normal Day
1644430081,2309,1.679999948,1.679999948,0,0,0,1.659999967,0.01999999955,0,0,52,1388,2222,Sedentary,Wednesday,NA,NA,NA,NA,NA,NA,NA,2016-05-04,NA,NA,NA,NA,4363,NA,NA,NA,Normal Day
1644430081,4363,3.1900000570000002,3.1900000570000002,0,0.5199999809,0.5400000215,2.130000114,0.009999999776,6,12,81,1341,2463,Sedentary,Thursday,NA,NA,NA,NA,NA,NA,NA,2016-05-05,NA,NA,NA,NA,9787,NA,NA,NA,Normal Day
1644430081,9787,7.1199998859999996,7.1199998859999996,0,0.8199999928,0.2700000107,6.010000229,0.01999999955,11,6,369,1054,3328,Moderate,Friday,NA,NA,NA,NA,NA,NA,NA,2016-05-06,NA,NA,NA,NA,13372,NA,NA,NA,Normal Day
1644430081,13372,9.720000267,9.720000267,0,3.25999999,0.7900000215,5.670000076,0.009999999776,41,17,243,1139,3404,Active,Saturday,NA,NA,NA,NA,NA,NA,NA,2016-05-07,NA,NA,NA,NA,6724,NA,NA,NA,Normal Day
1644430081,6724,4.889999866,4.889999866,0,0,0,4.8800001140000004,0,0,0,295,991,2987,Moderate,Sunday,NA,NA,NA,NA,NA,NA,NA,2016-05-08,1,137,154,NA,6643,0.11038961038961038,FALSE,NA,Normal Day
1644430081,6643,4.829999924,4.829999924,0,2.390000105,0.349999994,2.089999914,0.009999999776,32,6,303,1099,3008,Moderate,Monday,NA,NA,NA,NA,NA,NA,NA,2016-05-09,NA,NA,NA,NA,9167,NA,NA,NA,Normal Day
1644430081,9167,6.659999847,6.659999847,0,0.8799999952,0.8100000024,4.96999979,0.009999999776,12,19,155,1254,2799,Moderate,Tuesday,NA,NA,NA,NA,NA,NA,NA,2016-05-10,NA,NA,NA,NA,1329,NA,NA,NA,Normal Day
1844505072,6697,4.429999828,4.429999828,0,0,0,4.429999828,0,0,0,339,1101,2030,Moderate,Tuesday,NA,NA,NA,NA,NA,NA,NA,2016-04-12,NA,NA,NA,NA,4929,NA,NA,NA,Normal Day
1844505072,4929,3.25999999,3.25999999,0,0,0,3.25999999,0,0,0,248,1192,1860,Sedentary,Wednesday,NA,NA,NA,NA,NA,NA,NA,2016-04-13,NA,NA,NA,NA,7937,NA,NA,NA,Normal Day
1844505072,7937,5.25,5.25,0,0,0,5.230000019,0,0,0,373,843,2130,Moderate,Thursday,NA,NA,NA,NA,NA,NA,NA,2016-04-14,NA,NA,NA,NA,3844,NA,NA,NA,Normal Day
1844505072,3844,2.539999962,2.539999962,0,0,0,2.539999962,0,0,0,176,527,1725,Sedentary,Friday,NA,NA,NA,NA,NA,NA,NA,2016-04-15,1,644,961,NA,3414,0.3298647242455775,TRUE,NA,General Recovery Need
1844505072,3414,2.25999999,2.25999999,0,0,0,2.25999999,0,0,0,147,1293,1657,Sedentary,Saturday,NA,NA,NA,NA,NA,NA,NA,2016-04-16,NA,NA,NA,NA,4525,NA,NA,NA,Normal Day
1844505072,4525,2.99000001,2.99000001,0,0.1400000006,0.2599999905,2.589999914,0,2,8,199,1231,1793,Sedentary,Sunday,NA,NA,NA,NA,NA,NA,NA,2016-04-17,NA,NA,NA,NA,4597,NA,NA,NA,Normal Day
1844505072,4597,3.039999962,3.039999962,0,0,0.4799999893,2.5599999429999998,0,0,12,217,1211,1814,Sedentary,Monday,NA,NA,NA,NA,NA,NA,NA,2016-04-18,NA,NA,NA,NA,197,NA,NA,NA,Normal Day
1844505072,197,0.1299999952,0.1299999952,0,0,0,0.1299999952,0,0,0,10,1430,1366,Sedentary,Tuesday,NA,NA,NA,NA,NA,NA,NA,2016-04-19,NA,NA,NA,NA,8,NA,NA,NA,Normal Day
1844505072,8,0.009999999776,0.009999999776,0,0,0,0.009999999776,0,0,0,1,1439,1349,Sedentary,Wednesday,NA,NA,NA,NA,NA,NA,NA,2016-04-20,NA,NA,NA,NA,8054,NA,NA,NA,Normal Day
1844505072,8054,5.320000172,5.320000172,0,0.1199999973,0.5199999809,4.679999828,0,2,13,308,1117,2062,Moderate,Thursday,NA,NA,NA,NA,NA,NA,NA,2016-04-21,NA,NA,NA,NA,5372,NA,NA,NA,Normal Day
1844505072,5372,3.549999952,3.549999952,0,0,0,3.549999952,0,0,0,220,1220,1827,Moderate,Friday,NA,NA,NA,NA,NA,NA,NA,2016-04-22,NA,NA,NA,NA,3570,NA,NA,NA,Normal Day
1844505072,3570,2.359999895,2.359999895,0,0,0,2.359999895,0,0,0,139,1301,1645,Sedentary,Saturday,NA,NA,NA,NA,NA,NA,NA,2016-04-23,NA,NA,NA,NA,0,NA,NA,NA,Normal Day
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Sedentary,Sunday,NA,NA,NA,NA,NA,NA,NA,2016-04-24,NA,NA,NA,NA,0,NA,NA,NA,Normal Day
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Sedentary,Monday,NA,NA,NA,NA,NA,NA,NA,2016-04-25,NA,NA,NA,NA,0,NA,NA,NA,Normal Day
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Sedentary,Tuesday,NA,NA,NA,NA,NA,NA,NA,2016-04-26,NA,NA,NA,NA,4,NA,NA,NA,Normal Day
1844505072,4,0,0,0,0,0,0,0,0,0,1,1439,1348,Sedentary,Wednesday,NA,NA,NA,NA,NA,NA,NA,2016-04-27,NA,NA,NA,NA,6907,NA,NA,NA,Normal Day
1844505072,6907,4.570000172,4.570000172,0,0,0,4.559999943,0,0,0,302,1138,1992,Moderate,Thursday,NA,NA,NA,NA,NA,NA,NA,2016-04-28,NA,NA,NA,NA,4920,NA,NA,NA,Normal Day
1844505072,4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,1856,Sedentary,Friday,NA,NA,NA,NA,NA,NA,NA,2016-04-29,NA,NA,NA,NA,4014,NA,NA,NA,Normal Day
1844505072,4014,2.670000076,2.670000076,0,0,0,2.6500000950000002,0,0,0,184,218,1763,Sedentary,Saturday,NA,NA,NA,NA,NA,NA,NA,2016-04-30,1,722,961,NA,2573,0.24869927159209157,TRUE,NA,General Recovery Need
1844505072,2573,1.700000048,1.700000048,0,0,0.2599999905,1.450000048,0,0,7,75,585,1541,Sedentary,Sunday,NA,NA,NA,NA,NA,NA,NA,2016-05-01,1,590,961,NA,0,0.38605619146722164,TRUE,NA,General Recovery Need
1844505072,0,0,0,0,0,0,0,0,0,0,0,1440,1348,Sedentary,Monday,NA,NA,NA,NA,NA,NA,NA,2016-05-02,NA,NA,NA,NA,4059,NA,NA,NA,Normal Day
